POS 185357 568696584 -1096336064 49002 1 2 3 568697509 -1096336329 48951 1 2 3
POS 185358 568696638 -1096336042 48997 1 1 3 568697547 -1096336376 48950 1 2 3
POS 185359 568696737 -1096336014 48990 1 2 3 568697589 -1096336431 48948 1 2 3
POS 185400 568696894 -1096336000 48980 1 2 3 568697659 -1096336539 48946 1 2 3
POS 185401 568697042 -1096336020 48973 1 1 3 568697752 -1096336724 48943 1 2 3
POS 185402 568697149 -1096336056 48968 1 2 3 568697820 -1096336920 48944 1 2 3
POS 185403 568697251 -1096336108 48965 1 2 3 568697859 -1096337074 48946 1 2 3
POS 185404 568697384 -1096336200 48956 1 1 3 568697885 -1096337228 48947 1 2 3
POS 185405 568697516 -1096336332 48951 1 1 3 568697904 -1096337443 48949 1 2 3
POS 185406 568697635 -1096336495 48946 1 2 3 568697901 -1096337679 48954 1 2 3
POS 185407 568697723 -1096336659 48944 1 1 3 568697874 -1096337915 48961 1 2 3
POS 185408 568697780 -1096336796 48945 1 2 3 568697829 -1096338113 48967 1 2 3
POS 185409 568697816 -1096336897 48944 1 2 3 568697783 -1096338258 48974 1 2 3
POS 185410 568697829 -1096336939 48946 1 1 3 568697745 -1096338356 48979 1 2 3
POS 185412 568697791 -1096336825 48942 1 1 3 568697742 -1096338362 48978 1 2 3
POS 185413 568697773 -1096336775 48942 1 1 3 568697772 -1096338287 48974 1 2 3
POS 185414 568697765 -1096336754 48943 1 1 3 568697791 -1096338237 48970 1 2 3
POS 185415 568697762 -1096336744 48944 1 1 3 568697798 -1096338216 48970 1 2 3
POS 185416 568697762 -1096336743 48946 1 1 3 568697802 -1096338206 48970 1 2 3
POS 185417 568697766 -1096336756 48946 1 1 3 568697803 -1096338205 48971 1 2 3
POS 185418 568697768 -1096336762 48944 1 1 3 568697798 -1096338218 48973 1 2 3
POS 185419 568697769 -1096336770 48944 1 1 3 568697795 -1096338225 48972 1 2 3
POS 185420 568697776 -1096336792 48943 1 1 3 568697792 -1096338232 48971 1 2 3
POS 185421 568697789 -1096336816 48945 1 1 3 568697781 -1096338254 48972 1 2 3
POS 185422 568697787 -1096336813 48946 1 2 3 568697777 -1096338278 48975 1 2 3
POS 185423 568697768 -1096336761 48945 1 1 3 568697776 -1096338275 48975 1 2 3
POS 185424 568697725 -1096336665 48946 1 1 3 568697794 -1096338224 48972 1 2 3
DO bucketSim dump
POS 185425 568697656 -1096336531 48947 1 2 3 568697826 -1096338120 48968 1 2 3
POS 185426 568697552 -1096336377 48949 1 1 3 568697865 -1096337961 48962 1 2 3
POS 185427 568697413 -1096336226 48955 1 1 3 568697896 -1096337749 48956 1 2 3
POS 185428 568697257 -1096336111 48962 1 2 3 568697906 -1096337494 48952 1 2 3
POS 185429 568697094 -1096336036 48969 1 2 3 568697885 -1096337240 48947 1 2 3
POS 185430 568696930 -1096336004 48977 1 2 3 568697840 -1096336996 48944 1 2 3
POS 185431 568696788 -1096336005 48987 1 1 3 568697769 -1096336772 48945 1 2 3
POS 185432 568696684 -1096336028 48994 1 1 3 568697691 -1096336597 48947 1 2 3
POS 185433 568696625 -1096336045 48997 1 2 3 568697622 -1096336481 48947 1 2 3
POS 185434 568696593 -1096336059 49002 1 2 3 568697580 -1096336415 48949 1 2 3
POS 185435 568696568 -1096336070 49003 1 2 3 568697554 -1096336384 48951 1 2 3
POS 185436 568696557 -1096336076 49003 1 1 3 568697534 -1096336357 48950 1 2 3
POS 185437 568696564 -1096336071 49002 1 1 3 568697526 -1096336348 48950 1 2 3
POS 185438 568696572 -1096336068 49000 1 1 3 568697532 -1096336357 48950 1 2 3
POS 185439 568696577 -1096336065 49002 1 1 3 568697539 -1096336364 48951 1 2 3
POS 185441 568696672 -1096336032 48996 1 2 3 568697557 -1096336389 48950 1 2 3
POS 185442 568696808 -1096336004 48985 1 1 3 568697614 -1096336468 48948 1 2 3
POS 185443 568697004 -1096336013 48975 1 1 3 568697702 -1096336622 48947 1 2 3
POS 185444 568697238 -1096336098 48963 1 1 3 568697803 -1096336871 48945 1 2 3
POS 185446 568697618 -1096336469 48949 1 1 3 568697905 -1096337562 48954 1 2 3
POS 185447 568697725 -1096336660 48945 1 1 3 568697879 -1096337880 48961 1 2 3
POS 185448 568697781 -1096336793 48942 1 2 3 568697830 -1096338113 48966 1 2 3
DO bucketSim dig
POS 185449 568697798 -1096336837 48939 1 2 3 568697786 -1096338255 48971 1 2 3
