16710897,1,19922968,,1,0,,0,1,,,,,,,
16707569,2,19922968,,1,0,,0,1,,,,,,,
16683761,3,19922944,,1,0,,0,1,,,,,,,
16685809,4,22020112,,1,0,,0,1,,,,,,,
16688113,5,22020096,,1,0,,0,1,,,,,,,
16688113,6,22020112,,1,0,,0,1,,,,,,,
16688113,7,22020128,,1,0,,0,1,,,,,,,
16688113,8,22020144,,1,0,,0,1,,,,,,,
16687857,9,22020096,,1,0,,0,1,,,,,,,
16687857,10,22020112,,1,0,,0,1,,,,,,,
16687857,11,22020128,,1,0,,0,1,,,,,,,
16687857,12,22020144,,1,0,,0,1,,,,,,,
16687601,13,22020096,,1,0,,0,1,,,,,,,
16687601,14,22020112,,1,0,,0,1,,,,,,,
16687601,15,22020128,,1,0,,0,1,,,,,,,
16687601,16,22020144,,1,0,,0,1,,,,,,,
16687345,17,22020096,,1,0,,0,1,,,,,,,
16687345,18,22020112,,1,0,,0,1,,,,,,,
16687345,19,22020128,,1,0,,0,1,,,,,,,
16687345,20,22020144,,1,0,,0,1,,,,,,,
16687089,21,22020096,,1,0,,0,1,,,,,,,
16687089,22,22020112,,1,0,,0,1,,,,,,,
16688625,23,19922944,,1,0,,0,1,,,,,,,
16688625,24,19922952,,1,0,,0,1,,,,,,,
16688625,25,19922960,,1,0,,0,1,,,,,,,
16688625,26,19922968,,1,0,,0,1,,,,,,,
16688625,27,19922976,,1,0,,0,1,,,,,,,
16688881,28,22020128,,1,0,,0,1,,,,,,,
16707313,29,22020112,,1,0,,0,1,,,,,,,
16709361,30,22020136,,1,0,,0,1,,,,,,,
16688369,31,22020112,,1,0,,0,1,,,,,,,
16709120,32,19922960,,1,0,,0,1,,,,,,,
15729408,33,19922952,,1,0,,0,1,,,,,,,
15729408,34,19922960,,1,0,,0,1,,,,,,,
15729664,35,19922960,,1,0,,0,1,,,,,,,
15729664,36,22020120,,1,0,,0,1,,,,,,,
16707072,37,19922944,,1,0,,0,1,,,,,,,
16707072,38,19922952,,1,0,,0,1,,,,,,,
16707328,39,19923000,,1,0,,0,1,,,,,,,
16707328,40,19922992,,1,0,,0,1,,,,,,,
16707328,41,19922952,,1,0,,0,1,,,,,,,
16707328,42,19922960,,1,0,,0,1,,,,,,,
16707328,43,19922968,,1,0,,0,1,,,,,,,
16702208,44,22020112,,1,0,,0,1,,,,,,,
16708096,45,22020128,,1,0,,0,1,,,,,,,
16708096,46,22020112,,1,0,,0,1,,,,,,,
16708864,47,19922944,,1,0,,0,1,,,,,,,
16709361,48,19922952,,1,0,,0,1,,,,,,,
16709376,49,22020144,,1,0,,0,1,,,,,,,
16702208,50,22020128,,1,0,,0,1,,,,,,,
16708096,51,22020096,,1,0,,0,1,,,,,,,
16703232,52,19922944,,1,0,,0,1,,,,,,,
16705009,53,24117248,,1,0,,0,1,,,,,,,
13828096,54,24117248,,1,0,,0,1,,,,,,,
13828096,55,27263008,,1,0,,0,1,,,,,,,
15728896,56,18087966,,1,0,,0,1,,,,,,,
15729408,57,18087936,,1,0,,0,1,,,,,,,
15729408,58,18087938,,1,0,,0,1,,,,,,,
15729408,59,19922968,,1,0,,0,1,,,,,,,
15729408,60,19922992,,1,0,,0,1,,,,,,,
15729664,61,18350080,,1,0,,0,1,,,,,,,
15729664,62,18350084,,1,0,,0,1,,,,,,,
15729664,63,19922952,,1,0,,0,1,,,,,,,
15729664,64,19922984,,1,0,,0,1,,,,,,,
15729664,65,18350128,,1,0,,0,1,,,,,,,
15729664,66,19923000,,1,0,,0,1,,,,,,,
15732224,67,22020096,,1,0,,0,1,,,,,,,
15732225,68,22020096,,1,0,,0,1,,,,,,,
15732480,69,22020096,,1,0,,0,1,,,,,,,
15732481,70,22020096,,1,0,,0,1,,,,,,,
15737600,71,22020096,,1,0,,0,1,,,,,,,
15738368,72,22020096,,1,0,,0,1,,,,,,,
16515584,73,24117248,,1,0,,0,1,,,,,,,
16523776,74,24117248,,1,0,,0,1,,,,,,,
16534016,75,18219008,,1,0,,0,1,,,,,,,
16534528,76,18087936,,1,0,,0,1,,,,,,,
16537088,77,24117248,,1,0,,0,1,,,,,,,
16537088,78,24117280,,1,0,,0,1,,,,,,,
16537344,79,24117248,,1,0,,0,1,,,,,,,
16537344,80,24117280,,1,0,,0,1,,,,,,,
16553473,81,22020112,,1,0,,0,1,,,,,,,
16576256,82,22020128,,1,0,,0,1,,,,,,,
16576256,83,22020144,,1,0,,0,1,,,,,,,
