0 -12926 -3640 10372 8249
6 -12859 -3578 10372 8249
0 -12926 -3640 10372 8249
6 -12859 -3578 10372 8249
0 -12926 -3640 10372 8252
6 -12859 -3578 10372 8252
0 -12926 -3640 10372 8252
6 -12859 -3578 10372 8252
0 -12926 -3640 10372 8243
6 -12859 -3578 10372 8243
0 -12926 -3640 10372 8252
6 -12859 -3578 10372 8252
0 -12926 -3640 10372 8252
6 -12859 -3578 10372 8252
0 -12926 -3640 10372 8252
6 -12859 -3578 10372 8252
0 -12926 -3640 10372 8252
6 -12859 -3578 10372 8252
0 -12926 -3640 10372 8252
6 -12859 -3578 10372 8252
0 -12926 -3640 10372 8252
6 -12859 -3578 10372 8252
0 -12926 -3640 10372 8252
6 -12859 -3578 10372 8252
0 -12926 -3640 10372 8252
6 -12859 -3578 10372 8252
0 -12926 -3640 10372 8249
6 -12859 -3578 10372 8249
0 -12926 -3640 10372 8252
6 -12859 -3578 10372 8252
0 -12926 -3640 10372 8252
6 -12859 -3578 10372 8252
0 -12926 -3640 10372 8249
6 -12859 -3578 10372 8249
0 -12926 -3640 10372 8252
6 -12859 -3578 10372 8252
0 -12926 -3640 10372 8252
6 -12859 -3578 10372 8252
0 -12926 -3640 10372 8252
6 -12859 -3578 10372 8252
0 -12926 -3640 10372 8252
6 -12859 -3578 10372 8252
0 -12926 -3640 10372 8243
6 -12859 -3578 10372 8243
0 -12926 -3640 10372 8249
6 -12859 -3578 10372 8249
0 -12926 -3640 10372 8252
6 -12859 -3578 10372 8252
0 -12926 -3640 10372 8252
6 -12859 -3578 10372 8252
0 -12926 -3640 10372 8249
6 -12859 -3578 10372 8249
0 -12926 -3640 10372 8271
6 -12859 -3578 10372 8271
0 -12926 -3640 10372 8463
6 -12861 -3577 10372 8463
0 -12926 -3640 10372 8877
6 -12864 -3575 10372 8877
0 -12926 -3640 10372 9623
6 -12870 -3571 10372 9623
0 -12926 -3640 10372 10659
6 -12878 -3566 10372 10659
0 -12926 -3640 10372 11892
6 -12889 -3562 10372 11892
3 -12890 -3563 10373 0
0 -12926 -3640 10372 13187
6 -12901 -3559 10372 13187
0 -12926 -3640 10372 14430
6 -12913 -3557 10372 14430
0 -12926 -3640 10372 15742
6 -12926 -3556 10372 15742
0 -12926 -3640 10372 16934
6 -12938 -3557 10372 16934
0 -12926 -3640 10372 17689
6 -12945 -3558 10372 17689
0 -12926 -3640 10372 17930
6 -12948 -3558 10372 17930
0 -12926 -3640 10372 17698
6 -12946 -3558 10372 17698
2 -12945 -3559 10373 0
0 -12926 -3640 10372 16978
6 -12938 -3557 10372 16978
0 -12926 -3640 10372 15984
6 -12929 -3556 10372 15984
0 -12926 -3640 10372 14954
6 -12919 -3556 10372 14954
0 -12926 -3640 10372 13886
6 -12908 -3557 10372 13886
0 -12926 -3640 10372 12838
6 -12898 -3559 10372 12838
0 -12926 -3640 10372 11815
6 -12889 -3562 10372 11815
0 -12926 -3640 10372 11117
6 -12882 -3565 10372 11117
0 -12926 -3640 10372 10553
6 -12877 -3567 10372 10553
0 -12926 -3640 10372 10349
6 -12876 -3568 10372 10349
0 -12926 -3640 10372 10684
6 -12879 -3566 10372 10684
0 -12926 -3640 10372 11208
6 -12883 -3564 10372 11208
0 -12926 -3640 10372 11871
6 -12889 -3562 10372 11871
0 -12926 -3640 10372 12622
6 -12896 -3560 10372 12622
0 -12926 -3640 10372 13388
6 -12903 -3558 10372 13388
0 -12926 -3640 10372 14146
6 -12911 -3557 10372 14146
0 -12926 -3640 10372 14793
6 -12917 -3556 10372 14793
0 -12926 -3640 10372 15195
6 -12921 -3556 10372 15195
0 -12926 -3640 10372 15258
6 -12922 -3556 10372 15258
2 -12922 -3557 10373 0
0 -12926 -3640 10372 15209
6 -12921 -3556 10372 15209
0 -12926 -3640 10372 15173
6 -12921 -3556 10372 15173
3 -12921 -3557 10373 0
0 -12926 -3640 10372 15116
6 -12920 -3556 10372 15116
0 -12926 -3640 10372 15050
6 -12920 -3556 10372 15050
0 -12926 -3640 10372 15095
6 -12920 -3556 10372 15095
0 -12926 -3640 10372 15359
6 -12923 -3556 10372 15359
0 -12926 -3640 10372 15398
6 -12923 -3556 10372 15398
0 -12926 -3640 10372 15310
6 -12922 -3556 10372 15310
0 -12926 -3640 10372 15151
6 -12921 -3556 10372 15151
0 -12926 -3640 10372 14940
6 -12918 -3556 10372 14940
0 -12926 -3640 10372 14531
6 -12914 -3557 10372 14531
0 -12926 -3640 10372 13865
6 -12908 -3557 10372 13865
0 -12926 -3640 10372 13082
6 -12900 -3559 10372 13082
0 -12926 -3640 10372 12309
6 -12893 -3561 10372 12309
0 -12926 -3640 10372 11822
6 -12889 -3562 10372 11822
0 -12926 -3640 10372 11676
6 -12887 -3563 10372 11676
0 -12926 -3640 10372 11717
6 -12888 -3563 10372 11717
2 -12888 -3563 10373 0
0 -12926 -3640 10372 11802
6 -12889 -3562 10372 11802
0 -12926 -3640 10372 11851
6 -12889 -3562 10372 11851
0 -12926 -3640 10372 11900
6 -12889 -3562 10372 11900
0 -12926 -3640 10372 11933
6 -12890 -3562 10372 11933
0 -12926 -3640 10372 11954
6 -12890 -3562 10372 11954
0 -12926 -3640 10372 11982
6 -12890 -3562 10372 11982
0 -12926 -3640 10372 11996
6 -12890 -3562 10372 11996
0 -12926 -3640 10372 12024
6 -12890 -3562 10372 12024
0 -12926 -3640 10372 12002
6 -12890 -3562 10372 12002
0 -12926 -3640 10372 12002
6 -12890 -3562 10372 12002
0 -12926 -3640 10372 11989
6 -12890 -3562 10372 11989
0 -12926 -3640 10372 11975
6 -12890 -3562 10372 11975
0 -12926 -3640 10372 11967
6 -12890 -3562 10372 11967
0 -12926 -3640 10372 11975
6 -12890 -3562 10372 11975
0 -12926 -3640 10372 11968
6 -12890 -3562 10372 11968
0 -12926 -3640 10372 11968
6 -12890 -3562 10372 11968
0 -12926 -3640 10372 11975
6 -12890 -3562 10372 11975
0 -12926 -3640 10372 11975
6 -12890 -3562 10372 11975
0 -12926 -3640 10372 11975
6 -12890 -3562 10372 11975
0 -12926 -3640 10372 11975
6 -12890 -3562 10372 11975
0 -12926 -3640 10372 11975
6 -12890 -3562 10372 11975
0 -12926 -3640 10372 11975
6 -12890 -3562 10372 11975
0 -12926 -3640 10372 11975
6 -12890 -3562 10372 11975
0 -12926 -3640 10372 11975
6 -12890 -3562 10372 11975
0 -12926 -3640 10372 11975
6 -12890 -3562 10372 11975
0 -12926 -3640 10372 11975
6 -12890 -3562 10372 11975
0 -12926 -3640 10372 11975
6 -12890 -3562 10372 11975
0 -12926 -3640 10372 11968
6 -12890 -3562 10372 11968
0 -12926 -3640 10372 11975
6 -12890 -3562 10372 11975
0 -12926 -3640 10372 11975
6 -12890 -3562 10372 11975
0 -12926 -3640 10372 11967
6 -12890 -3562 10372 11967
0 -12926 -3640 10372 11975
6 -12890 -3562 10372 11975
