939589633	av_data_00	0	0	0
939589634	av_data_01	0	0	0
939589635	av_data_02	0	0	0
939589636	av_data_03	0	0	0
939589637	av_data_04	0	0	0
939589638	av_data_05	0	0	0
939589639	av_data_06	0	0	0
939589640	av_data_07	0	0	0
939589641	av_data_08	0	0	0
939589642	av_data_09	0	0	0
939589643	av_data_10	0	0	0
939589644	av_data_11	0	0	0
939589645	av_data_12	0	0	0
939589646	av_data_13	0	0	0
939589647	av_data_14	0	0	0
939589648	av_data_15	0	0	0
939589649	av_data_16	0	0	0
939589650	av_data_17	0	0	0
939589651	av_data_18	0	0	0
939589652	av_data_19	0	0	0
939589653	av_data_20	0	0	0
939589654	av_data_21	0	0	0
939589655	av_data_22	0	0	0
939589656	av_data_23	0	0	0
939589657	av_data_24	0	0	0
939589658	av_data_25	0	0	0
939589659	av_data_26	0	0	0
939589660	av_data_27	0	0	0
939589661	av_data_28	0	0	0
939589662	av_data_29	0	0	0
939589663	av_data_30	0	0	0
939589664	av_data_31	0	0	0
939589665	av_data_32	0	0	0
939589666	av_data_33	0	0	0
939589667	av_data_34	0	0	0
939589668	av_data_35	0	0	0
939589669	av_data_36	0	0	0
939589670	av_data_37	0	0	0
939589671	av_data_38	0	0	0
939589672	av_data_39	0	0	0
939589673	av_data_40	0	0	0
939589674	av_data_41	0	0	0
939589675	av_data_42	0	0	0
939589676	av_data_43	0	0	0
939589677	av_data_44	0	0	0
939589678	av_data_45	0	0	0
939589679	av_data_46	0	0	0
939589680	av_data_47	0	0	0
939589681	av_data_48	0	0	0
939589682	av_data_49	0	0	0
939589683	av_data_50	0	0	0
939589684	av_data_51	0	0	0
939589685	av_data_52	0	0	0
939589686	av_data_53	0	0	0
939589687	av_data_54	0	0	0
939589688	av_data_55	0	0	0
939589689	av_data_56	0	0	0
939589690	av_data_57	0	0	0
939589691	av_data_58	0	0	0
939589692	av_data_59	0	0	0
939589693	av_data_60	0	0	0
939589694	av_data_61	0	0	0
939589695	av_data_62	0	0	0
939589696	av_data_63	0	0	0
939589697	av_data_64	0	0	0
939589698	av_data_65	0	0	0
939589699	av_data_66	0	0	0
939589700	av_data_67	0	0	0
939589701	av_data_68	0	0	0
939589702	av_data_69	0	0	0
939589703	av_data_70	0	0	0
939589704	av_data_71	0	0	0
939589705	av_data_72	0	0	0
939589706	av_data_73	0	0	0
939589707	av_data_74	0	0	0
939589708	av_data_75	0	0	0
939589709	av_data_76	0	0	0
939589710	av_data_77	0	0	0
939589711	av_data_78	0	0	0
939589712	av_data_79	0	0	0
939589713	av_data_80	0	0	0
939589714	av_data_81	0	0	0
939589715	av_data_82	0	0	0
939589716	av_data_83	0	0	0
939589717	av_data_84	0	0	0
939589718	av_data_85	0	0	0
939589719	av_data_86	0	0	0
939589720	av_data_87	0	0	0
939589721	av_data_88	0	0	0
939589722	av_data_89	0	0	0
939589723	av_data_90	0	0	0
939589724	av_data_91	0	0	0
939589725	av_data_92	0	0	0
939589726	av_data_93	0	0	0
939589727	av_data_94	0	0	0
939589728	av_data_95	0	0	0
939589729	av_data_96	0	0	0
939589730	av_data_97	0	0	0
939589731	av_data_98	0	0	0
939589732	av_data_99	0	0	0
